id,race,clothes,drink,boots,accessories,glasses
3437,Bear,Shirt with tie,Beer,Felt boots,Golden chains,
3438,Bear,Sleeveless shirt,Whiskey,Army boots,,
3439,Bear,Costume,Vodka,Sandals with socks,,Kurt Cobain
3440,Bear,Military,Beer,Slippers,,
3441,Bear,Bathrobe,Absinthe,Army boots,,Neo
3442,Bear,Vest,Tincture,Army boots,Golden chains,
3443,Bear,Shirt with tie,Beer,Felt boots,Scar,
3444,Bear,Shirt with tie,Whiskey,Army boots,,Party
3445,Bear,Worker,Vodka,Felt boots,,Neo
3446,Bear,Skin,Vodka,Felt boots,Golden chains,Black
3447,Bear,Costume,Vodka,Slippers,,
3448,Bear,Vest,Vodka,The Lapti,,
3449,Bear,Fur coat,Vine,Army boots,,Love
3450,Bear,Medical uniform,Beer,The Lapti,,Kurt Cobain
3451,Bear,Worker,Vodka,Sandals with socks,Golden chains,Kurt Cobain
3452,Bear,Skin,Beer,Army boots,,
3453,Bear,Worker,Vodka,Army boots,,Kurt Cobain
3454,Bear,Vest,Beer,Slippers,,Neo
3455,Bear,Military,Vodka,Felt boots,,Kurt Cobain
3456,Bear,Shirt with tie,Vodka,Felt boots,Balaclava,Love
3457,Bear,Fur coat,Vodka,Army boots,,
3458,Bear,Bikini,Vodka,Sandals with socks,,
3459,Bear,Vest,Vodka,Army boots,,
3460,Bear,Medical uniform,Vodka,,Scar,Black
3461,Bear,Medical uniform,Beer,,,
3462,Bear,Fur coat,Vodka,Felt boots,The Ushanka,
3463,Bear,Military,Beer,Army boots,,Party
3464,Bear,Skin,Beer,Adidas,,
3465,Bear,Hoodie,Whiskey,The Lapti,,Neo
3466,Bear,Sleeveless shirt,Vodka,,,Love
3467,Bear,Medical uniform,Whiskey,,The Ushanka,Black
3468,Bear,Sleeveless shirt,Beer,Sandals with socks,Scar,Neo
3469,Bear,Shirt with tie,Beer,Sandals with socks,Scar,Love
3470,Bear,Bathrobe,Vodka,Adidas,,
3471,Bear,Sleeveless shirt,Whiskey,,,Black
3472,Bear,Worker,Whiskey,,Scar,Kurt Cobain
3473,Bear,Worker,Vodka,Army boots,,
3474,Bear,Military,Whiskey,Army boots,Scar,
3475,Bear,Costume,Vodka,Army boots,The Ushanka,Party
3476,Bear,Skin,Beer,Felt boots,Scar,
3477,Bear,Fur coat,Vodka,,,
3478,Bear,Costume,Whiskey,The Lapti,Scar,
3479,Bear,Bathrobe,Beer,The Lapti,Balaclava,Party
3480,Bear,Bathrobe,Vodka,Sandals with socks,The Ushanka,
3481,Bear,Fur coat,Vodka,Sandals with socks,Balaclava,Love
3482,Bear,Skin,Vine,Army boots,,Neo
3483,Bear,Bathrobe,Beer,The Lapti,,Black
3484,Bear,Worker,Vodka,Felt boots,Balaclava,
3485,Bear,Military,Vodka,Felt boots,Balaclava,
3486,Bear,Worker,Beer,Sandals with socks,Golden chains,
3487,Bear,Sleeveless shirt,Beer,,,Neo
3488,Bear,Vest,Vodka,,The Ushanka,
3489,Bear,Shirt with tie,Beer,Sandals with socks,Balaclava,
3490,Bear,Vest,Vodka,Army boots,,Black
3491,Bear,Vest,Vodka,Felt boots,,Kurt Cobain
3492,Bear,Fur coat,Whiskey,Adidas,Scar,Party
3493,Bear,Medical uniform,Whiskey,The Lapti,The Ushanka,
3494,Bear,Fur coat,Whiskey,Slippers,,
3495,Bear,Medical uniform,Whiskey,Sandals with socks,,
3496,Bear,Costume,Whiskey,Felt boots,,
3497,Bear,Costume,Vodka,The Lapti,,
3498,Bear,Medical uniform,Vodka,,,
3499,Bear,Costume,Whiskey,Army boots,Balaclava,Kurt Cobain
3500,Bear,Worker,Beer,Felt boots,,Love
3501,Bear,Bathrobe,Beer,Felt boots,,
3502,Bear,Medical uniform,Vodka,,Balaclava,
3503,Bear,Bathrobe,Moonshine,Army boots,Golden chains,
3504,Bear,Bathrobe,Vodka,Adidas,,
3505,Bear,Medical uniform,Tincture,Sandals with socks,,
3506,Bear,Skin,Vine,Felt boots,The Ushanka,
3507,Bear,Military,Vodka,Slippers,,Black
3508,Bear,Vest,Beer,Sandals with socks,Balaclava,Black
3509,Bear,Bathrobe,Vodka,Adidas,,Neo
3510,Bear,Shirt with tie,Vodka,Army boots,,
3511,Bear,Vest,Vodka,The Lapti,Golden chains,
3512,Bear,Shirt with tie,Beer,Army boots,,Kurt Cobain
3513,Bear,Worker,Vodka,Slippers,,
3514,Bear,Hoodie,Vodka,Felt boots,The Ushanka,
3515,Bear,Skin,Whiskey,The Lapti,,
3516,Bear,Worker,Beer,Slippers,Scar,Love
3517,Bear,Vest,Beer,Army boots,Balaclava,
3518,Bear,Vest,Beer,Sandals with socks,,
3519,Bear,Medical uniform,Vodka,Felt boots,,
3520,Bear,Hoodie,Beer,Army boots,Scar,
3521,Bear,Sleeveless shirt,Vodka,Felt boots,,
3522,Bear,Vest,Vodka,Sandals with socks,,
3523,Bear,Skin,Vodka,Sandals with socks,Balaclava,Love
3524,Bear,Costume,Vine,,Golden chains,
3525,Bear,Military,Vodka,,,Kurt Cobain
3526,Bear,Skin,Vodka,The Lapti,The Ushanka,
3527,Bear,Hoodie,Vodka,,,Neo
3528,Bear,Worker,Vodka,Slippers,,Love
3529,Bear,Costume,Whiskey,,Scar,
3530,Bear,Fur coat,Whiskey,,,Neo
3531,Bear,Military,Absinthe,Felt boots,,Love
3532,Bear,Skin,Beer,,Golden chains,Black
3533,Bear,Bathrobe,Whiskey,Sandals with socks,,
3534,Bear,Sleeveless shirt,Vodka,Felt boots,,Party
3535,Bear,Sleeveless shirt,Vodka,Sandals with socks,Balaclava,
3536,Bear,Sleeveless shirt,Whiskey,Slippers,Golden chains,
3537,Bear,Sleeveless shirt,Tincture,Adidas,,
3538,Bear,Vest,Vine,,Scar,
3539,Bear,Hoodie,Vodka,Felt boots,,
3540,Bear,Skin,Beer,Army boots,,Party
3541,Bear,Sleeveless shirt,Vine,Slippers,Balaclava,Black
3542,Bear,Medical uniform,Vodka,Slippers,,
3543,Bear,Medical uniform,Vodka,The Lapti,The Ushanka,Neo
3544,Bear,Medical uniform,Vodka,Slippers,Balaclava,
3545,Bear,Fur coat,Beer,Slippers,Golden chains,Black
3546,Bear,Medical uniform,Vodka,The Lapti,Golden chains,
3547,Bear,Worker,Vodka,Felt boots,,Love
3548,Bear,Medical uniform,Beer,,,
3549,Bear,Skin,Vodka,Sandals with socks,,
3550,Bear,Vest,Vodka,Felt boots,Golden chains,
3551,Bear,Hoodie,Whiskey,Adidas,,
3552,Bear,Worker,Vodka,Slippers,Balaclava,
3553,Bear,Vest,Beer,Army boots,,
3554,Bear,Vest,Absinthe,Felt boots,Golden chains,
3555,Bear,Worker,Vodka,Army boots,,Party
3556,Bear,Vest,Whiskey,Felt boots,,
3557,Bear,Vest,Vodka,Felt boots,Scar,
3558,Bear,Fur coat,Beer,Felt boots,,Party
3559,Bear,Sleeveless shirt,Beer,Slippers,Balaclava,
3560,Bear,Bathrobe,Beer,,,
3561,Bear,Medical uniform,Vodka,Felt boots,Scar,Kurt Cobain
3562,Bear,Fur coat,Beer,The Lapti,,
3563,Bear,Skin,Beer,Army boots,,
3564,Bear,Bikini,Vodka,Sandals with socks,The Ushanka,
3565,Bear,Costume,Vodka,Slippers,,Love
3566,Bear,Sleeveless shirt,Whiskey,Adidas,Scar,Party
3567,Bear,Vest,Vodka,Sandals with socks,Golden chains,
3568,Bear,Medical uniform,Vodka,Adidas,,
3569,Bear,Vest,Whiskey,,,
3570,Bear,Skin,Beer,Felt boots,,
3571,Bear,Hoodie,Beer,Slippers,The Ushanka,Love
3572,Bear,Costume,Vodka,The Lapti,,
3573,Bear,Military,Vodka,The Lapti,Golden chains,
3574,Bear,Military,Beer,Felt boots,,Black
3575,Bear,Vest,Vodka,Slippers,,Black
3576,Bear,Hoodie,Vodka,Slippers,The Ushanka,
3577,Bear,Bathrobe,Vodka,,,
3578,Bear,Skin,Beer,Felt boots,,
3579,Bear,Worker,Beer,Sandals with socks,,
3580,Bear,Costume,Vodka,The Lapti,,
3581,Bear,Bathrobe,Beer,,Golden chains,Party
3582,Bear,Medical uniform,Vodka,Army boots,,
3583,Bear,Vest,Beer,,Balaclava,Black
3584,Bear,Military,Vodka,Slippers,,
3585,Bear,Vest,Vodka,Army boots,,Kurt Cobain
3586,Bear,Medical uniform,Whiskey,Slippers,,
3587,Bear,Bikini,Vodka,Adidas,,
3588,Bear,Vest,Whiskey,Slippers,Scar,
3589,Bear,Hoodie,Moonshine,,The Ushanka,
3590,Bear,Fur coat,Whiskey,Slippers,The Ushanka,
3591,Bear,Hoodie,Beer,Felt boots,,Neo
3592,Bear,Skin,Vodka,Slippers,,Neo
3593,Bear,Military,Beer,Army boots,The Ushanka,Love
3594,Bear,Vest,Vodka,The Lapti,Balaclava,Neo
3595,Bear,Vest,Vodka,,,Kurt Cobain
3596,Bear,Costume,Beer,Sandals with socks,,Black
3597,Bear,Bikini,Vodka,,,
3598,Bear,Costume,Whiskey,Army boots,,Love
3599,Bear,Skin,Whiskey,Adidas,,
3600,Bear,Vest,Vodka,Slippers,,Kurt Cobain
3601,Bear,Military,Vodka,,,Love
3602,Bear,Hoodie,Moonshine,Felt boots,Golden chains,Love
3603,Bear,Worker,Vodka,Sandals with socks,The Ushanka,Love
3604,Bear,Vest,Beer,,,Party
3605,Bear,Worker,Vodka,The Lapti,Balaclava,Love
3606,Bear,Hoodie,Vodka,Felt boots,,
3607,Bear,Vest,Vodka,The Lapti,,
3608,Bear,Vest,Beer,Adidas,Golden chains,
3609,Bear,Worker,Whiskey,Felt boots,Balaclava,
3610,Bear,Worker,Vodka,Sandals with socks,,
3611,Bear,Bikini,Beer,Army boots,Scar,
3612,Bear,Vest,Vodka,Felt boots,The Ushanka,
3613,Bear,Costume,Vodka,Felt boots,,
3614,Bear,Worker,Vodka,Slippers,Balaclava,Neo
3615,Bear,Medical uniform,Vodka,Slippers,Golden chains,
3616,Bear,Shirt with tie,Vodka,,Scar,
3617,Bear,Fur coat,Beer,Slippers,Golden chains,Black
3618,Bear,Fur coat,Whiskey,,Balaclava,Kurt Cobain
3619,Bear,Hoodie,Beer,Slippers,,Love
3620,Bear,Bathrobe,Beer,,,
3621,Bear,Hoodie,Vine,,,
3622,Bear,Skin,Vodka,The Lapti,Balaclava,Party
3623,Bear,Costume,Whiskey,,,
3624,Bear,Military,Vodka,Felt boots,Golden chains,
3625,Bear,Vest,Vodka,,,Neo
3626,Bear,Vest,Beer,Army boots,,
3627,Bear,Costume,Vodka,Army boots,,
3628,Bear,Astronaut,Vodka,Adidas,,Party
3629,Bear,Fur coat,Whiskey,Army boots,,Party
3630,Bear,Worker,Vodka,Army boots,Golden chains,
3631,Bear,Medical uniform,Vodka,The Lapti,The Ushanka,Kurt Cobain
3632,Bear,Skin,Vodka,The Lapti,The Ushanka,
3633,Bear,Military,Vodka,Felt boots,,Neo
3634,Bear,Military,Beer,Felt boots,,
3635,Bear,Fur coat,Vodka,,Scar,
3636,Bear,Sleeveless shirt,Vodka,,,Party
3637,Bear,Costume,Vodka,Slippers,,
3638,Bear,Bathrobe,Vodka,Army boots,Golden chains,
3639,Bear,Worker,Vodka,Adidas,Scar,
3640,Bear,Sleeveless shirt,Beer,Slippers,Golden chains,
3641,Bear,Bikini,Vodka,Slippers,Golden chains,
3642,Bear,Worker,Vodka,Felt boots,Golden chains,
3643,Bear,Military,Vodka,Army boots,Golden chains,
3644,Bear,Fur coat,Beer,The Lapti,,
3645,Bear,Vest,Vodka,Slippers,Golden chains,Love
3646,Bear,Worker,Beer,,,
3647,Bear,Bathrobe,Vodka,,The Ushanka,Love
3648,Bear,Skin,Vodka,Felt boots,Scar,
3649,Bear,Bathrobe,Moonshine,Army boots,Scar,Party
3650,Bear,Bathrobe,Whiskey,Army boots,Balaclava,
3651,Bear,Medical uniform,Vine,,,
3652,Bear,Hoodie,Vodka,Felt boots,The Ushanka,Black
3653,Bear,Sleeveless shirt,Beer,,,Neo
3654,Bear,Fur coat,Beer,,Golden chains,Black
3655,Bear,Costume,Vodka,Sandals with socks,Balaclava,Party
3656,Bear,Skin,Beer,The Lapti,,
3657,Bear,Fur coat,Vodka,Army boots,,
3658,Bear,Hoodie,Whiskey,Slippers,Golden chains,Black
3659,Bear,Vest,Vodka,The Lapti,Balaclava,Love
3660,Bear,Skin,Beer,Army boots,Golden chains,
3661,Bear,Vest,Whiskey,Adidas,Golden chains,
3662,Bear,Military,Vodka,,,Neo
3663,Bear,Hoodie,Vodka,Slippers,Scar,Black
3664,Bear,Hoodie,Vodka,Felt boots,,Black
3665,Bear,Skin,Vodka,,,
3666,Bear,Hoodie,Beer,Slippers,,Neo
3667,Bear,Hoodie,Vodka,,Golden chains,
3668,Bear,Bathrobe,Vodka,The Lapti,Balaclava,
3669,Bear,Medical uniform,Whiskey,Army boots,Balaclava,
3670,Bear,Vest,Vodka,,Balaclava,Kurt Cobain
3671,Bear,Bathrobe,Beer,Adidas,Scar,Black
3672,Bear,Military,Vodka,,,
3673,Bear,Skin,Vodka,,,Kurt Cobain
3674,Bear,Hoodie,Vodka,,,
3675,Bear,Military,Vodka,Adidas,,Love
3676,Bear,Shirt with tie,Beer,Slippers,Golden chains,Black
3677,Bear,Costume,Vodka,Adidas,Balaclava,
3678,Bear,Fur coat,Vodka,Sandals with socks,Balaclava,
3679,Bear,Military,Vodka,The Lapti,,
3680,Bear,Vest,Vodka,Army boots,,Neo
3681,Bear,Skin,Vine,,,
3682,Bear,Skin,Vodka,,,Party
3683,Bear,Fur coat,Beer,The Lapti,Balaclava,
3684,Bear,Bathrobe,Vodka,Felt boots,,
3685,Bear,Bathrobe,Vodka,,,
3686,Bear,Vest,Vodka,Sandals with socks,Balaclava,Party
3687,Bear,Hoodie,Vodka,Army boots,,Black
3688,Bear,Worker,Beer,Slippers,,
3689,Bear,Worker,Beer,The Lapti,Golden chains,Kurt Cobain
3690,Bear,Shirt with tie,Vodka,Slippers,,
3691,Bear,Skin,Beer,Slippers,The Ushanka,
3692,Bear,Vest,Whiskey,Slippers,Balaclava,Black
3693,Bear,Hoodie,Vodka,The Lapti,,
3694,Bear,Sleeveless shirt,Vodka,Slippers,,
3695,Bear,Shirt with tie,Beer,Felt boots,,
3696,Bear,Vest,Vodka,,Golden chains,Party
3697,Bear,Hoodie,Vodka,Slippers,,Neo
3698,Bear,Vest,Beer,The Lapti,Scar,
3699,Bear,Worker,Whiskey,Army boots,,
3700,Bear,Sleeveless shirt,Vine,Army boots,,Black
3701,Bear,Costume,Vodka,Slippers,Golden chains,Neo
3702,Bear,Medical uniform,Vodka,Army boots,Golden chains,
3703,Bear,Worker,Vodka,,Golden chains,Party
3704,Bear,Hoodie,Beer,,,
3705,Bear,Costume,Beer,Army boots,Golden chains,Kurt Cobain
3706,Bear,Sleeveless shirt,Beer,Felt boots,,
3707,Bear,Vest,Beer,The Lapti,,
3708,Bear,Vest,Beer,Felt boots,,Kurt Cobain
3709,Bear,Skin,Beer,,,
3710,Bear,Medical uniform,Absinthe,,Golden chains,
3711,Bear,Skin,Vodka,Slippers,Scar,Party
3712,Bear,Hoodie,Vodka,The Lapti,The Ushanka,Black
3713,Bear,Vest,Beer,Sandals with socks,,
3714,Bear,Bathrobe,Vodka,Felt boots,,
3715,Bear,Bathrobe,Whiskey,Felt boots,,Kurt Cobain
3716,Bear,Medical uniform,Vodka,Slippers,Scar,
3717,Bear,Military,Vodka,The Lapti,,
3718,Bear,Vest,Vodka,Army boots,,
3719,Bear,Hoodie,Vine,Sandals with socks,,
3720,Bear,Costume,Vodka,,,
3721,Bear,Military,Vodka,Felt boots,,Black
3722,Bear,Military,Vodka,Slippers,Scar,
3723,Bear,Vest,Whiskey,The Lapti,Scar,
3724,Bear,Fur coat,Vodka,The Lapti,Scar,
3725,Bear,Military,Beer,,Golden chains,Love
3726,Bear,Shirt with tie,Beer,The Lapti,,Love
3727,Bear,Vest,Vodka,Felt boots,Scar,
3728,Bear,Shirt with tie,Beer,,Balaclava,
3729,Bear,Worker,Beer,The Lapti,,Love
3730,Bear,Hoodie,Whiskey,,,
3731,Bear,Hoodie,Vodka,,,
3732,Bear,Bathrobe,Beer,Adidas,,
3733,Bear,Costume,Vodka,Felt boots,Balaclava,
3734,Bear,Shirt with tie,Beer,Army boots,Balaclava,
3735,Bear,Bathrobe,Vodka,,The Ushanka,Kurt Cobain
3736,Bear,Military,Vodka,,,Neo
3737,Bear,Worker,Vodka,Slippers,Golden chains,Black
3738,Bear,Shirt with tie,Beer,,Balaclava,
3739,Bear,Costume,Beer,Felt boots,,
3740,Bear,Military,Beer,Felt boots,,Kurt Cobain
3741,Bear,Sleeveless shirt,Vine,Army boots,Golden chains,Neo
3742,Bear,Costume,Vodka,The Lapti,The Ushanka,Love
3743,Bear,Hoodie,Vodka,Slippers,,
3744,Bear,Medical uniform,Vodka,Adidas,Balaclava,
3745,Bear,Medical uniform,Vodka,,Golden chains,
3746,Bear,Worker,Beer,Felt boots,Balaclava,Black
3747,Bear,Sleeveless shirt,Vodka,The Lapti,Golden chains,
3748,Bear,Vest,Vodka,Slippers,Scar,Black
3749,Bear,Vest,Vodka,Felt boots,,
3750,Bear,Worker,Vodka,,,Neo
3751,Bear,Bikini,Beer,Army boots,,Kurt Cobain
3752,Bear,Fur coat,Vodka,Army boots,,
3753,Bear,Hoodie,Beer,Slippers,,Black
3754,Bear,Medical uniform,Vodka,Felt boots,,
3755,Bear,Vest,Vodka,Felt boots,,
3756,Bear,Hoodie,Vodka,Army boots,,
3757,Bear,Vest,Vodka,Felt boots,,Neo
3758,Bear,Vest,Vodka,Army boots,,Kurt Cobain
3759,Bear,Bathrobe,Beer,The Lapti,,
3760,Bear,Sleeveless shirt,Vodka,Army boots,,Love
3761,Bear,Military,Vodka,Felt boots,,Love
3762,Bear,Hoodie,Whiskey,The Lapti,,Neo
3763,Bear,Costume,Vodka,Felt boots,,
3764,Bear,Vest,Beer,Slippers,Balaclava,
3765,Bear,Skin,Whiskey,Felt boots,Golden chains,Love
3766,Bear,Skin,Vodka,Felt boots,,
3767,Bear,Sleeveless shirt,Whiskey,Felt boots,,
3768,Bear,Sleeveless shirt,Beer,The Lapti,,
3769,Bear,Costume,Vodka,Adidas,Scar,
3770,Bear,Hoodie,Beer,Sandals with socks,,
3771,Bear,Sleeveless shirt,Vodka,,The Ushanka,
3772,Bear,Costume,Vodka,Sandals with socks,,
3773,Bear,Sleeveless shirt,Beer,Sandals with socks,Golden chains,
3774,Bear,Vest,Vodka,Felt boots,,
3775,Bear,Shirt with tie,Beer,Felt boots,The Ushanka,
3776,Bear,Worker,Vodka,Felt boots,,Love
3777,Bear,Military,Vodka,Slippers,The Ushanka,Neo
3778,Bear,Shirt with tie,Vine,Slippers,,
3779,Bear,Bathrobe,Beer,Slippers,The Ushanka,
3780,Bear,Worker,Vodka,Army boots,Balaclava,Kurt Cobain
3781,Bear,Vest,Whiskey,Slippers,Balaclava,
3782,Bear,Worker,Vodka,The Lapti,,
3783,Bear,Fur coat,Whiskey,The Lapti,,
3784,Bear,Bathrobe,Vodka,Slippers,,Black
3785,Bear,Skin,Whiskey,Army boots,,
3786,Bear,Vest,Vodka,Slippers,Scar,
3787,Bear,Skin,Beer,Slippers,,
3788,Bear,Costume,Vodka,,Scar,
3789,Bear,Vest,Beer,The Lapti,,Black
3790,Bear,Medical uniform,Vodka,Army boots,Balaclava,Neo
3791,Bear,Hoodie,Beer,,,
3792,Bear,Fur coat,Beer,Adidas,,
3793,Bear,Bathrobe,Vodka,Felt boots,Golden chains,
3794,Bear,Vest,Vodka,Slippers,,Party
3795,Bear,Bikini,Vodka,,,Love
3796,Bear,Fur coat,Tincture,The Lapti,Golden chains,
3797,Bear,Vest,Vodka,The Lapti,Golden chains,Black
3798,Bear,Skin,Vodka,Army boots,,
3799,Bear,Hoodie,Tincture,Sandals with socks,The Ushanka,Kurt Cobain
3800,Bear,Fur coat,Vodka,Felt boots,Golden chains,
3801,Bear,Bathrobe,Beer,Slippers,The Ushanka,Kurt Cobain
3802,Bear,Skin,Vodka,Felt boots,,Party
3803,Bear,Worker,Vodka,Felt boots,The Ushanka,Love
3804,Bear,Skin,Beer,The Lapti,,
3805,Bear,Bathrobe,Vodka,Slippers,,
3806,Bear,Worker,Vodka,Felt boots,,Love
3807,Bear,Costume,Vodka,Felt boots,,Love
3808,Bear,Shirt with tie,Vodka,Felt boots,,
3809,Bear,Military,Beer,Felt boots,Golden chains,
3810,Bear,Vest,Vodka,Slippers,,
3811,Bear,Military,Whiskey,Slippers,Scar,
3812,Skelet,,Whiskey,Sandals with socks,,
3813,Bear,Worker,Beer,Felt boots,Scar,
3814,Bear,Skin,Vodka,The Lapti,The Ushanka,
3815,Bear,Medical uniform,Whiskey,Sandals with socks,Balaclava,Black
3816,Bear,Hoodie,Whiskey,Army boots,Scar,
3817,Bear,Costume,Vodka,The Lapti,,
3818,Bear,Fur coat,Vodka,Felt boots,Golden chains,Black
3819,Bear,Costume,Vodka,Adidas,Scar,
3820,Bear,Fur coat,Beer,Sandals with socks,Golden chains,
3821,Bear,Vest,Beer,Sandals with socks,Scar,
3822,Bear,Worker,Vodka,Sandals with socks,,
3823,Bear,Worker,Vodka,,,
3824,Bear,Bikini,Vodka,,,
3825,Bear,Bathrobe,Beer,Felt boots,,Black
3826,Bear,Worker,Vodka,Sandals with socks,Golden chains,Kurt Cobain
3827,Bear,Shirt with tie,Vodka,Felt boots,The Ushanka,Black
3828,Bear,Vest,Beer,The Lapti,Scar,
3829,Bear,Hoodie,Vodka,,Golden chains,Party
3830,Bear,Hoodie,Vodka,Slippers,,
3831,Bear,Sleeveless shirt,Whiskey,Slippers,Balaclava,
3832,Bear,Shirt with tie,Vodka,The Lapti,,Black
3833,Bear,Shirt with tie,Beer,,,
3834,Bear,Shirt with tie,Vodka,The Lapti,Golden chains,
3835,Bear,Sleeveless shirt,Vodka,The Lapti,Golden chains,
3836,Bear,Medical uniform,Vine,The Lapti,The Ushanka,
3837,Bear,Costume,Beer,The Lapti,Scar,Love
3838,Bear,Medical uniform,Beer,Adidas,Scar,
3839,Bear,Medical uniform,Vodka,Slippers,,
3840,Bear,Sleeveless shirt,Vodka,,,
3841,Bear,Military,Vine,The Lapti,,
3842,Bear,Skin,Beer,The Lapti,The Ushanka,Party
3843,Bear,Costume,Beer,Felt boots,,
3844,Bear,Costume,Whiskey,Sandals with socks,,Kurt Cobain
3845,Bear,Fur coat,Beer,The Lapti,,
3846,Bear,Vest,Vodka,,Balaclava,Party
3847,Bear,Hoodie,Vodka,Army boots,,
3848,Bear,Fur coat,Vodka,,Golden chains,
3849,Bear,Hoodie,Beer,Adidas,The Ushanka,
3850,Bear,Fur coat,Beer,Slippers,,
3851,Bear,Sleeveless shirt,Beer,,,Black
3852,Bear,Fur coat,Vodka,Sandals with socks,The Ushanka,
3853,Bear,Sleeveless shirt,Vodka,Army boots,Scar,
3854,Bear,Skin,Vodka,,Balaclava,
3855,Bear,Bathrobe,Vodka,The Lapti,,
3856,Bear,Military,Vodka,The Lapti,The Ushanka,Love
3857,Bear,Shirt with tie,Beer,,,Black
3858,Bear,Medical uniform,Whiskey,Army boots,,
3859,Bear,Military,Whiskey,Slippers,Scar,
3860,Bear,Vest,Vodka,Felt boots,,Love
3861,Bear,Shirt with tie,Vodka,The Lapti,Scar,
3862,Bear,Skin,Vodka,The Lapti,,Love
3863,Bear,Medical uniform,Vodka,Slippers,The Ushanka,Black
3864,Bear,Costume,Beer,Slippers,,
3865,Bear,Sleeveless shirt,Beer,Felt boots,,
3866,Bear,Sleeveless shirt,Vodka,Felt boots,,Black
3867,Demon,Fur coat,Tincture,The Lapti,,
3868,Bear,Costume,Beer,Army boots,,
3869,Bear,Worker,Whiskey,Slippers,Golden chains,Black
3870,Bear,Military,Vodka,The Lapti,Balaclava,Love
3871,Bear,Worker,Beer,,The Ushanka,
3872,Bear,Costume,Vodka,Army boots,,Love
3873,Bear,Costume,Beer,Felt boots,,
3874,Bear,Vest,Vodka,Felt boots,,
3875,Bear,Skin,Beer,The Lapti,The Ushanka,
3876,Bear,Vest,Beer,Adidas,,Neo
3877,Bear,Fur coat,Vodka,Felt boots,,
3878,Bear,Hoodie,Vodka,Slippers,Balaclava,
3879,Bear,Bikini,Vodka,The Lapti,,Kurt Cobain
3880,Bear,Medical uniform,Vodka,Adidas,,
3881,Bear,Astronaut,Vodka,,,
3882,Bear,Bikini,Vodka,,The Ushanka,
3883,Bear,Sleeveless shirt,Vodka,Sandals with socks,Golden chains,
3884,Bear,Sleeveless shirt,Vodka,Army boots,,
3885,Bear,Bikini,Vodka,,,
3886,Bear,Fur coat,Beer,Sandals with socks,,
3887,Bear,Fur coat,Beer,,,Love
3888,Bear,Bathrobe,Vodka,Sandals with socks,Balaclava,
3889,Bear,Sleeveless shirt,Beer,Felt boots,,Neo
3890,Bear,Costume,Vodka,Army boots,Golden chains,Party
3891,Bear,Bathrobe,Vodka,Felt boots,,
3892,Bear,Hoodie,Beer,,,
3893,Bear,Hoodie,Beer,,Scar,
3894,Bear,Skin,Beer,Army boots,,Kurt Cobain
3895,Bear,Sleeveless shirt,Vodka,The Lapti,,
3896,Bear,Vest,Beer,Army boots,Golden chains,Party
3897,Bear,Vest,Vodka,Army boots,,
3898,Bear,Skin,Beer,Slippers,,
3899,Bear,Vest,Beer,Army boots,Balaclava,Neo
3900,Bear,Military,Vodka,Felt boots,,
3901,Bear,Worker,Vodka,Felt boots,Scar,Kurt Cobain
3902,Bear,Military,Vodka,Slippers,Balaclava,
3903,Bear,Sleeveless shirt,Beer,Felt boots,Balaclava,
3904,Bear,Shirt with tie,Beer,,,Neo
3905,Bear,Vest,Vodka,Felt boots,,Kurt Cobain
3906,Bear,Bathrobe,Tincture,,Golden chains,
3907,Bear,Military,Vodka,Army boots,,
3908,Bear,Sleeveless shirt,Vodka,Adidas,,
3909,Bear,Costume,Vodka,,The Ushanka,Black
3910,Bear,Shirt with tie,Beer,Sandals with socks,,
3911,Bear,Sleeveless shirt,Beer,Felt boots,Balaclava,Love
3912,Skelet,,Whiskey,,Balaclava,
3913,Bear,Fur coat,Beer,,,
3914,Bear,Military,Whiskey,Sandals with socks,The Ushanka,Black
3915,Bear,Fur coat,Beer,Army boots,Golden chains,
3916,Bear,Skin,Beer,Army boots,Balaclava,
3917,Bear,Vest,Whiskey,Adidas,Scar,
3918,Bear,Worker,Whiskey,Slippers,Balaclava,
3919,Bear,Costume,Beer,,Balaclava,
3920,Bear,Bathrobe,Vodka,Felt boots,,Neo
3921,Bear,Vest,Vodka,,Golden chains,
3922,Bear,Sleeveless shirt,Absinthe,The Lapti,,Kurt Cobain
3923,Bear,Vest,Beer,Slippers,,Kurt Cobain
3924,Bear,Medical uniform,Whiskey,Felt boots,Balaclava,Party
3925,Bear,Skin,Vodka,Army boots,,
3926,Bear,Worker,Whiskey,,,
3927,Bear,Vest,Beer,Felt boots,Balaclava,
3928,Bear,Military,Vodka,Adidas,,
3929,Bear,Medical uniform,Vodka,,,Black
3930,Bear,Hoodie,Whiskey,The Lapti,Balaclava,
3931,Bear,Medical uniform,Vodka,Army boots,,
3932,Bear,Medical uniform,Vodka,Felt boots,Scar,
3933,Bear,Bathrobe,Vodka,The Lapti,Golden chains,
3934,Bear,Hoodie,Vodka,,Balaclava,Neo
3935,Bear,Costume,Everclear,Slippers,,
3936,Bear,Bathrobe,Vodka,Sandals with socks,The Ushanka,Black
3937,Bear,Vest,Beer,Felt boots,,
3938,Bear,Fur coat,Beer,Felt boots,,Love
3939,Bear,Vest,Vine,Adidas,,
3940,Bear,Hoodie,Vodka,Felt boots,Balaclava,
3941,Bear,Shirt with tie,Vodka,The Lapti,,
3942,Bear,Worker,Vodka,Felt boots,Scar,
